Date,Name,Rank,Age,Cause,Place of Death,Country of Death,Branch of Service,City,State
4/9/2004,"McMahan, Don Steven",Staff Sergeant,31,"Hostile - hostile fire - small arms fire, rpg",Baghdad,Iraq,U.S. Army,Nashville,Tennessee
4/9/2004,"Speer, Michael Raymond",Corporal,24,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Redfield,Kansas
4/9/2004,"Torrez III, Elias",Lance Corporal,21,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Veribest,Texas
4/9/2004,"Matula, Matthew E.",Corporal,20,Hostile - hostile fire,Not reported yet,Iraq,U.S. Marine,Spicewood,Texas
4/9/2004,"Kephart, Jonathan Roy",Specialist,21,Hostile - hostile fire - ambush,Baghdad,Iraq,U.S. Army,Oil City,Pennsylvania
4/9/2004,"Krause, Elmer C.",Sergeant,40,"Hostile - hostile fire - small arms fire, rpg",Baghdad (Abu Ghuraib),Iraq,U.S. Army Reserve,Greensboro,North Carolina
4/9/2004,"Goodrich, Gregory R.",Private 1st Class,37,"Hostile - hostile fire - small arms fire, rpg",Baghdad (Abu Ghuraib),Iraq,U.S. Army Reserve,Bartonville,Illinois
4/9/2004,"Delgreco, Felix M.",Sergeant,22,Hostile - hostile fire - IED attack,Baghdad (near Camp Cooke),Iraq,U.S. Army National Guard,Simsbury,Connecticut
4/8/2004,"Frank, Phillip E.",Lance Corporal,20,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Elk Grove,Illinois
4/8/2004,"Wasser, Christopher B.",Lance Corporal,21,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Ottawa,Kansas
4/8/2004,"Dieruf, Nicholas J.",Corporal,21,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Versailles,Kentucky
4/8/2004,"Wafford, Michael B.",Lance Corporal,20,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Spring,Texas
4/8/2004,"Palmer, Joshua M.",1st Lieutenant,25,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Banning,California
4/8/2004,"Harrell, William M.",Staff Sergeant,30,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Placentia,California
4/8/2004,"Angell, Levi T.",Lance Corporal,20,Hostile - hostile fire - RPG attack,Baghdad (Abu Ghuraib Prison),Iraq,U.S. Marine,Cloquet,Minnesota
4/8/2004,"Nieves, Isaac Michael",Specialist,20,Hostile - hostile fire - IED attack,Khan Bani Saad (near),Iraq,U.S. Army,Unadilla,New York
4/7/2004,"Morel, Brent L.",Captain,27,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Martin,Tennessee
4/7/2004,"Miller, Marvin Lee",Sergeant 1st Class,38,Hostile - hostile fire - small arms fire,Balad,Iraq,U.S. Army,Dunn,North Carolina
4/7/2004,"Labadie Jr., William W.",Sergeant 1st Class,45,Hostile - hostile fire - rocket attack,Camp Cooke (Taji),Iraq,U.S. Army National Guard,Bauxite,Arkansas
4/7/2004,"Felder, Tyanna S.",Specialist,22,Hostile - hostile fire - IED attack,Balad,Iraq,U.S. Army,Bridgeport,Connecticut
4/7/2004,"Rentschler, George S.",Staff Sergeant,31,Hostile - hostile fire - RPG attack,Baghdad (Diala Police Sta.),Iraq,U.S. Army,Louisville,Kentucky
4/7/2004,"Wroblewski, John Thomas ""J.T.""",2nd Lieutenant,25,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Oak Ridge,New Jersey
4/6/2004,"Todacheene, Lee Duane",Sergeant,29,Hostile - hostile fire - mortar attack,Balad (near),Iraq,U.S. Army,Farmington,New Mexico
4/6/2004,"Mabry, Christopher D.",Private 1st Class,19,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Chunky.,Mississippi
4/6/2004,"Mendez-Aceves, Fernando A.",Petty Officer 3rd Class,27,Hostile - hostile fire,Ramadi,Iraq,U.S. Navy,Ponce,Puerto Rico
4/6/2004,"Carman, Benjamin R.",Private 1st Class,20,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Jefferson,Iowa
4/6/2004,"Cherry, Marcus M.",Lance Corporal,18,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Imperial,California
4/6/2004,"Roberts, Anthony P.",Lance Corporal,18,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Bear,Delaware
4/6/2004,"Crowley, Kyle D.",Lance Corporal,18,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,San Ramon,California
4/6/2004,"Walker, Allan K.",Staff Sergeant,28,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Lancaster,California
4/6/2004,"Layfield, Travis J.",Lance Corporal,19,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Fremont,California
4/6/2004,"Jerabek, Ryan M.",Private 1st Class,18,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Oneida,Wisconsin
4/6/2004,"Cobb, Christopher R.",Private 1st Class,19,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Bradenton,Florida
4/6/2004,"Moreno, Gerardo",Sergeant,23,Hostile - hostile fire - RPG attack,Baghdad (Shoula Dist.),Iraq,U.S. Army,Terrell,Texas
4/5/2004,"Larson Jr., Scott Quentin",Specialist,22,"Hostile - hostile fire - small arms fire, rpg",Baghdad (Kadhimiya District),Iraq,U.S. Army,Houston,Texas
4/5/2004,"McKeever, David M.",Sergeant,25,Hostile - hostile fire - RPG attack,Baghdad (Kadhimiya District),Iraq,U.S. Army,Buffalo,New York
4/5/2004,"Goldman, Shane Lee",Lance Corporal,19,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Orange,Texas
4/5/2004,"Thiry, Jesse L.",Corporal,23,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Casco,Wisconsin
4/5/2004,"Ramos, Christopher",Private 1st Class,26,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Albuquerque,New Mexico
4/5/2004,"Serio, Matthew K.",Lance Corporal,21,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,North Providence,Rhode Island
4/5/2004,"Langhorst, Moises A.",Private 1st Class,19,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Moose Lake,Minnesota
4/5/2004,"Hallal, Deryk L.",Private 1st Class,24,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Indianapolis,Indiana
4/4/2004,"Rogers, Philip G.",Specialist,23,Hostile - hostile fire - IED attack,Mosul (near),Iraq,U.S. Army,Gresham,Oregon
4/4/2004,"Amos II, John D.",Private 1st Class,20,Hostile - hostile fire - IED attack,Kirkuk (near),Iraq,U.S. Army,Valparaiso,Indiana
4/4/2004,"Mitchell, Michael W.",Sergeant,25,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Porterville,California
4/4/2004,"Chen, Yihiyh L.",Sergeant,31,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Saipan,Northern Mariana Islands
4/4/2004,"Hiller, Stephen D. ""Dusty""",Specialist,25,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Opelika,Alabama
4/4/2004,"Cason, Ahmed Akil ""Mel""",Specialist,24,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,McGehee,Arkansas
4/4/2004,"Sheehan, Casey",Specialist,24,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Vacaville,California
4/4/2004,"Jostes, Forest Joseph",Corporal,22,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Albion,Illinois
4/4/2004,"Garza, Israel",Specialist,25,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Lubbock,Texas
4/4/2004,"Arsiaga, Robert R.",Specialist,25,Hostile - hostile fire - RPG attack,Baghdad (Sadr City),Iraq,U.S. Army,Greenwood,Texas
4/4/2004,"Fey, Tyler R.",Corporal,22,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Eden Prairie,Minnesota
4/4/2004,"Barr, Aric J.",Lance Corporal,22,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Allegheny,Pennsylvania
4/3/2004,"Morris, Geoffrey S.",Private 1st Class,19,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Gurnee,Illinois
4/2/2004,"Strange, William R.",Private 1st Class,19,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Adrian,Georgia
4/1/2004,"Sekula, Dustin M.",Private 1st Class,18,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Edinburg,Texas
3/31/2004,"Davis, Brandon L.",Private,20,Hostile - hostile fire - IED attack,Malahma (near Habbaniyah),Iraq,U.S. Army,Cumberland,Maryland
3/31/2004,"Raney, Cleston C.",Private 1st Class,20,Hostile - hostile fire - IED attack,Malahma (near Habbaniyah),Iraq,U.S. Army,Rupert,Idaho
3/31/2004,"Karr Jr., Michael G.",Specialist,23,Hostile - hostile fire - IED attack,Malahma (near Habbaniyah),Iraq,U.S. Army,San Antonio,Texas
3/31/2004,"Mitchell, Sean R.",Sergeant,24,Hostile - hostile fire - IED attack,Malahma (near Habbaniyah),Iraq,U.S. Army,Youngsville,Pennsylvania
3/31/2004,"Hufstedler, Doyle M.",1st Lieutenant,25,Hostile - hostile fire - IED attack,Malahma (near Habbaniyah),Iraq,U.S. Army,Abilene,Texas
3/30/2004,"Ferguson, Richard L.",Master Sergeant,45,Non-hostile - vehicle accident,Samarra,Iraq,U.S. Army,Conway,New Hampshire
3/30/2004,"Wiscowiche, William J.",Lance Corporal,20,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Victorville,California
3/29/2004,"Holmes, Jeremiah J.",Sergeant,27,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army National Guard,North Berwick,Maine
3/29/2004,"Schneider, Sean M.",Private 1st Class,22,Hostile - hostile fire - IED attack,Habbaniyah (near),Iraq,U.S. Army,Janesville,Wisconsin
3/27/2004,"Toney, Timothy",Master Sergeant,37,Non-hostile - illness - sudden collapse,Camp Wolverine,Kuwait,U.S. Marine,Manhattan,New York
3/26/2004,"Sandoval Jr., Leroy",Private 1st Class,21,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Houston,Texas
3/25/2004,"Casper, James A.",Lance Corporal,20,Non-hostile - unspecified cause,Al Asad,Iraq,U.S. Marine,Coolidge,Texas
3/25/2004,"Burgess, Jeffrey C.",Lance Corporal,20,Hostile - hostile fire,Fallujah (East of),Iraq,U.S. Marine,Plymouth,Massachusetts
3/25/2004,"Froehlich, Adam D.",Specialist,21,Hostile - hostile fire - IED attack,Ba'qubah,Iraq,U.S. Army,Pine Hill,New Jersey
3/24/2004,"Shanaberger III, Wentz Jerome Henry",Staff Sergeant,33,"Hostile - hostile fire - small arms fire, IED",Taji (north of),Iraq,U.S. Army,Naples,Florida
3/22/2004,"Miller Jr., Bruce",Private 1st Class,23,Non-hostile - weapon discharge,Mosul,Iraq,U.S. Army,Orange,New Jersey
3/22/2004,"Dang, Andrew S.",Lance Corporal,20,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Foster City,California
3/21/2004,"Hudson, Christopher E.",Private 1st Class,21,Hostile - hostile fire - IED attack,Baghdad (Abu Ghurayb),Iraq,U.S. Army,Carmel,Indiana
3/21/2004,"Kreider, Dustin L.",Private,19,Non-hostile - weapon discharge (accid.),Samarra,Iraq,U.S. Army,Riverton,Kansas
3/20/2004,"Vega, Michael W.",1st Lieutenant,41,Hostile - vehicle accident,Walter Reed Medical Ctr.,USA,U.S. Army National Guard,Lathrop,California
3/20/2004,"Taylor, Mark D.",Major,41,Hostile - hostile fire - rocket attack,Fallujah (near),Iraq,U.S. Army,Stockton,California
3/20/2004,"Sandri, Matthew J.",Sergeant,24,Hostile - hostile fire - rocket attack,Fallujah (near),Iraq,U.S. Army,Shamokin,Pennsylvania
3/19/2004,"Vicente, David M.",Corporal,25,Hostile - hostile fire,Hit (near),Iraq,U.S. Marine,Methuen,Massachusetts
3/19/2004,"Ludlam, Jason C.",Private 1st Class,22,Non-hostile - electrocution,Ba'qubah,Iraq,U.S. Army,Arlington,Texas
3/19/2004,"Matthews, Clint Richard ""Bones""",Specialist,31,Non-hostile - vehicle accident,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Bedford,Pennsylvania
3/18/2004,"Chan, Doron",Specialist,20,Non-hostile - vehicle accident,Taji (Balad per DOD),Iraq,U.S. Army Reserve,Highland,New York
3/18/2004,"Brownfield, Andrew D.",Corporal,24,Hostile - hostile fire - mortar attack,Al Asad Air Base,Iraq,U.S. Marine,Akron,Ohio
3/18/2004,"Sutphin, Ernest Harold",Private 1st Class,21,Non-hostile - vehicle accident,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Parkersburg,West Virginia
3/18/2004,"Morris Jr., Ricky A.",Private 1st Class,20,Hostile - hostile fire,Qusayba (Al Qaim),Iraq,U.S. Marine,Lubbock,Texas
3/18/2004,"Smith, Brandon C.",Private 1st Class,20,Hostile - hostile fire,Qusayba (Al Qaim),Iraq,U.S. Marine,Washington,Arkansas
3/17/2004,"Phipps, Ivory L.",Sergeant,44,Hostile - hostile fire - mortar attack,Baghdad (Abu Ghurayb Log. Base Seitz),Iraq,U.S. Army National Guard,Chicago,Illinois
3/17/2004,"Laramore, Tracy L.",Specialist,30,Non-hostile - vehicle accident,Bayji (near),Iraq,U.S. Army,Okaloosa,Florida
3/16/2004,"Thigpen Sr., Thomas R.",Master Sergeant,52,Non-hostile - unspecified cause,Camp Virginia,Kuwait,U.S. Army National Guard,Augusta,Georgia
3/16/2004,"Adams, Michael R.",1st Lieutenant,24,Non-hostile - vehicle accident,Al Asad (near),Iraq,U.S. Army,Seattle,Washington
3/14/2004,"Normandy, William J.",Sergeant,42,Non-hostile - illness - heart attack,Camp Virginia,Kuwait,U.S. Army National Guard,East Barre,Vermont
3/14/2004,"Carrasquillo, Jocelyn ""Joce"" L.",Specialist,28,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,Wrightsville Beach,North Carolina
3/13/2004,"Brattain, Joel K.",Private 1st Class,21,Hostile - hostile fire - IED attack,Baghdad (southeast part),Iraq,U.S. Army,Yorba Linda/Brea,California
3/13/2004,"Londono, Daniel J.",Sergeant,22,Hostile - hostile fire - IED attack,Baghdad (southeast part),Iraq,U.S. Army,Boston,Massachusetts
3/13/2004,"Ferrin, Clint D.",Sergeant 1st Class,31,Hostile - hostile fire - IED attack,Baghdad (southeast part),Iraq,U.S. Army,Picayune,Mississippi
3/13/2004,"Ford, Jason C.",Specialist,21,Hostile - hostile fire - IED attack,Tikrit,Iraq,U.S. Army,Bowie,Maryland
3/13/2004,"Kurth, John F. ""Hans""",Captain,31,Hostile - hostile fire - IED attack,Tikrit,Iraq,U.S. Army,Columbus,Wisconsin
3/11/2004,"Hill, Christopher K.",Specialist,26,Hostile - hostile fire - IED attack,Habbaniyah (Northeast of),Iraq,U.S. Army,Ventura,California
3/11/2004,"Dunigan Jr., Joe L.",Staff Sergeant,37,Hostile - hostile fire - IED attack,Habbaniyah (Northeast of),Iraq,U.S. Army,Belton,Texas
3/10/2004,"Hoyer, Bert Edward",Private 1st Class,23,Hostile - hostile fire - IED attack,Ba'qubah (near),Iraq,U.S. Army Reserve,Ellsworth,Wisconsin
3/9/2004,"Zangas, Robert J.",Civilian,44,Hostile - hostile fire,Al Hillah (near),Iraq,U.S. Dept. of the Army,Prince William County,Virginia
3/9/2004,"Holland, Fern L.",Civilian,33,Hostile - hostile fire,Al Hillah (near),Iraq,U.S. Dept. of the Army,Miami,Oklahoma
3/9/2004,"Brabazon, Edward W.",Specialist,20,Non-hostile - weapon discharge,Baghdad,Iraq,U.S. Army,Philadelphia,Pennsylvania
3/9/2004,"Gottfried, Richard S.",Sergeant 1st Class,42,Hostile - hostile fire - IED attack,Ba'qubah (East of),Iraq,U.S. Army,Lake Ozark,Missouri
3/8/2004,"Milczark, Matthew G.",Private 1st Class,18,Non-hostile - weapon discharge,Camp Victory,Kuwait,U.S. Marine,Kettle River,Minnesota
3/7/2004,"Jones, Gussie M.",Captain,41,Non-hostile - illness - heart attack,Baghdad,Iraq,U.S. Army,Shreverport,Louisiana
3/5/2004,"Gray, Michael J.",Petty Officer 2nd Class,32,Non-hostile - vehicle accident,Kuwait Naval Base (near),Kuwait,U.S. Navy,Richmond,Virginia
3/2/2004,"Woodliff, Michael R.",Sergeant,22,Hostile - hostile fire - grenade,Baghdad,Iraq,U.S. Army,Port Charlotte,Florida
2/25/2004,"Laskowski, Matthew C.",Chief Warrant Officer,32,Non-hostile - helicopter crash,Haditha,Iraq,U.S. Army,Phoenix,Arizona
2/25/2004,"Wells, Stephen M.",Chief Warrant Officer,29,Non-hostile - helicopter crash,Haditha,Iraq,U.S. Army,North Egremont,Massachusetts
2/20/2004,"Bacon, Henry A.",Sergeant 1st Class,45,Non-hostile - vehicle accident,Ad Dujayl (South of),Iraq,U.S. Army,Wagram,North Carolina
2/19/2004,"Ling, Roger G.",Specialist,20,Hostile - hostile fire - IED attack,Khaldiyah (near),Iraq,U.S. Army,Douglaston,New York
2/19/2004,"Graham, Jeffrey C.",2nd Lieutenant,24,Hostile - hostile fire - IED attack,Khaldiyah (near),Iraq,U.S. Army,Elizabethtown,Kentucky
2/16/2004,"Merila, Michael M.",Sergeant,23,Hostile - hostile fire - IED attack,Tall Afar,Iraq,U.S. Army,Sierra Vista,Arizona
2/16/2004,"Taylor, Christopher M.",Specialist,25,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,Daphne,Alabama
2/16/2004,"Frye, Nichole M.",Private 1st Class,19,Hostile - hostile fire - IED attack,Ba'qubah,Iraq,U.S. Army Reserve,Lena,Wisconsin
2/14/2004,"Spry, Bryan N.",Private,19,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army,Chestertown,Maryland
2/12/2004,"Ramirez, Eric U.",Specialist,31,"Hostile - hostile fire - small arms fire, rpg",Baghdad (Abu Ghurayb),Iraq,U.S. Army National Guard,San Diego,California
2/11/2004,"Ramirez, William C.",Private 1st Class,19,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Portland,Oregon
2/11/2004,"Tainsh, Patrick S.",Sergeant,33,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Oceanside,California
2/10/2004,"Mariano, Jude C.",Master Sergeant,39,Non-hostile - vehicle accident,Doha,Qatar,U.S. Air Force,Vallejo,California
2/9/2004,"Wong, Elijah Tai Wah",Sergeant,42,Non-hostile - ordnance accident,Mosul (near),Iraq,U.S. Army National Guard,Mesa,Arizona
2/9/2004,"Robbins, Thomas D.",Sergeant,27,Non-hostile - ordnance accident,Mosul (near),Iraq,U.S. Army,Schenectady,New York
2/8/2004,"Ramey, Richard P.",Staff Sergeant,27,Hostile - hostile fire - IED attack,Mahmudiyah (near),Iraq,U.S. Army,Canton,Ohio
2/5/2004,"Knowles, Joshua L.",Specialist,23,Hostile - hostile fire - mortar attack,Baghdad,Iraq,U.S. Army National Guard,Sheffield,Iowa
2/3/2004,"Dvorin, Seth J.",2nd Lieutenant,24,Hostile - hostile fire - IED attack,Iskandariyah (near),Iraq,U.S. Army,,New Jersey
2/1/2004,"Soriano, Armando",Private 1st Class,20,Non-hostile - vehicle accident,Haditha,Iraq,U.S. Army,Houston,Texas
2/1/2004,"Turner Jr., Roger C.",Staff Sergeant,37,Hostile - hostile fire - rocket attack,Balad,Iraq,U.S. Army,Parkersburg,West Virginia
1/31/2004,"McGeogh, Holly J.",Private 1st Class,19,Hostile - hostile fire - IED attack,Kirkuk (25 mi. Southwest of),Iraq,U.S. Army,Taylor,Michigan
1/31/2004,"Cabralbanuelos, Juan C.",Corporal,25,Hostile - hostile fire - IED attack,Kirkuk (25 mi. Southwest of),Iraq,U.S. Army,Emporia,Kansas
1/31/2004,"Miersandoval, Eliu A.",Sergeant,27,Hostile - hostile fire - IED attack,Kirkuk (25 mi. Southwest of),Iraq,U.S. Army,San Clemente,California
1/29/2004,"Moreno, Luis A.",Private 1st Class,19,Hostile - hostile fire - sniper fire,Lakenheath Treatment Facility,United Kingdom,U.S. Army,Bronx,New York
1/29/2004,"Landrus, Sean G.",Staff Sergeant,31,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Thompson,Ohio
1/27/2004,"Moothart, Travis A.",Sergeant,23,Hostile - hostile fire - IED attack,Khaldiyah,Iraq,U.S. Army,Brownsville,Oregon
1/27/2004,"Kinney II, Lester O.",Staff Sergeant,27,Hostile - hostile fire - IED attack,Iskandariyah (near),Iraq,U.S. Army,Zanesville,Ohio
1/27/2004,"Hoffman, James T.",Sergeant 1st Class,41,Hostile - hostile fire - IED attack,Khaldiyah,Iraq,U.S. Army,Whitesburg,Kentucky
1/27/2004,"James, Luke S.",2nd Lieutenant,24,Hostile - hostile fire - IED attack,Iskandariyah (near),Iraq,U.S. Army,,Oklahoma
1/27/2004,"Mracek, Cory R.",Sergeant,26,Hostile - hostile fire - IED attack,Iskandariyah (near),Iraq,U.S. Army,Hay Springs,Nebraska
1/27/2004,"August, Matthew J.",Captain,28,Hostile - hostile fire - IED attack,Khaldiyah,Iraq,U.S. Army,North Kingstown,Rhode Island
1/25/2004,"Mooney, Adam G.",1st Lieutenant,28,Non-hostile - helicopter crash,Mosul,Iraq,U.S. Army,Cambridge,Maryland
1/25/2004,"Bunda, Christopher",Staff Sergeant,29,Non-hostile - drowning,Mosul,Iraq,U.S. Army,Bremerton,Washington
1/25/2004,"Dorff, Patrick D.",Chief Warrant Officer,32,Non-hostile - helicopter crash,Mosul,Iraq,U.S. Army,Buffalo,Minnesota
1/25/2004,"Dervishi, Ervin",Private 1st Class,21,Hostile - hostile fire - RPG attack,Bayji,Iraq,U.S. Army,Fort Worth,Texas
1/24/2004,"Rosenberg, Randy S.",Sergeant,23,Hostile - hostile fire - car bomb,Khaldiyah,Iraq,U.S. Army,Berlin,New Hampshire
1/24/2004,"Sturges Jr., William R.",Specialist,24,Hostile - hostile fire - car bomb,Khaldiyah,Iraq,U.S. Army,Spring Church,Pennsylvania
1/24/2004,"Chappell, Jason K.",Specialist,22,Hostile - hostile fire - car bomb,Khaldiyah,Iraq,U.S. Army,Hemet,California
1/24/2004,"Smette, Keith L.",Sergeant,25,Hostile - hostile fire - IED attack,Fallujah (North of),Iraq,U.S. Army National Guard,Makoti,North Dakota
1/24/2004,"Hendrickson, Kenneth W.",Staff Sergeant,41,Hostile - hostile fire - IED attack,Fallujah (North of),Iraq,U.S. Army National Guard,Bismarck,North Dakota
1/23/2004,"Hazelgrove, Brian D.",Chief Warrant Officer (CW2),29,Non-hostile - helicopter crash,Qayyarah (Northwest of),Iraq,U.S. Army,Fort Rucker,Alabama
1/23/2004,"Blaise, Michael T.",Chief Warrant Officer (CW2),29,Non-hostile - helicopter crash,Qayyarah (Northwest of),Iraq,U.S. Army,,Tennessee
1/21/2004,"Parker, James D.",Private 1st Class,20,Hostile - hostile fire - mortar attack,Ba'qubah,Iraq,U.S. Army,Bryan,Texas
1/21/2004,"Palacios, Gabriel T.",Specialist,22,Hostile - hostile fire - mortar attack,Ba'qubah,Iraq,U.S. Army,Lynn,Massachusetts
1/18/2004,"Hornbeck, Kelly L.",Master Sergeant,36,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Fort Worth,Texas
1/17/2004,"Orr, Cody J.",Private 1st Class,21,Hostile - hostile fire - IED attack,Taji (north of),Iraq,U.S. Army,Ruskin,Florida
1/17/2004,"Polley Jr., Larry E.",Specialist,20,Hostile - hostile fire - IED attack,Taji (north of),Iraq,U.S. Army,Center,Texas
1/17/2004,"Randle Jr., Edmond Lee",Sergeant,26,Hostile - hostile fire - IED attack,Taji (north of),Iraq,U.S. Army,Carol City,Florida
1/16/2004,"Castro, Roland L.",Staff Sergeant,26,Non-hostile - weapon discharge,Diwaniyah (near),Iraq,U.S. Army,San Antonio,Texas
1/13/2004,"Hines, Keicia M.",Sergeant,27,Non-hostile - vehicle accident,Mosul,Iraq,U.S. Army,Citrus Heights,California
1/12/2004,"Crockett, Ricky L.",Staff Sergeant,37,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Broxton,Georgia
1/8/2004,"Manuel, Ian D.",Chief Warrant Officer,23,Hostile - helicopter shot down,Fallujah (near),Iraq,U.S. Army,,Florida
1/8/2004,"Johnson Jr., Philip A.",Chief Warrant Officer,31,Hostile - helicopter shot down,Fallujah (near),Iraq,U.S. Army,Mobile,Alabama
1/8/2004,"Davis, Craig",Staff Sergeant,37,Hostile - helicopter shot down,Fallujah (near),Iraq,U.S. Army,Opelousas,Louisiana
1/8/2004,"Golby, Christopher A.",Sergeant,26,Hostile - helicopter shot down,Fallujah (near),Iraq,U.S. Army,Johnstown,Pennsylvania
1/8/2004,"Johnson, Nathaniel H.",Specialist,22,Hostile - helicopter shot down,Fallujah (near),Iraq,U.S. Army,Augusta,Georgia
1/8/2004,"Hicks, Gregory B.",Sergeant 1st Class,35,Hostile - helicopter shot down,Fallujah (near),Iraq,U.S. Army,Duff,Tennessee
